,Date,Open,High,Low,Close,Volume,RSI,ATR,ADX,52-week High,Threshold,Volatility,14-day MA,10-day MA,20-day SMA,50-day SMA,Signal
0,2022-07-05T00:00:00+05:30,659.0,671.65,654.6,656.4,2721295,,17.049999999999955,,,,,,,,,No Signal
1,2022-07-06T00:00:00+05:30,655.9,664.15,652.6,662.5,1674576,,16.657142857142812,100.0,,,,,,,,No Signal
2,2022-07-07T00:00:00+05:30,667.0,684.65,664.45,682.75,3320190,,17.049489795918326,98.81332724783205,,,,,,,,No Signal
3,2022-07-08T00:00:00+05:30,685.0,692.3,681.25,690.25,3024014,,16.620954810495586,98.03095155326439,,,,,,,,No Signal
4,2022-07-11T00:00:00+05:30,688.45,695.0,683.25,690.8,1822281,,16.273029466888758,97.38496877527909,,,,,,,,No Signal
5,2022-07-12T00:00:00+05:30,687.0,691.45,676.25,680.2,1083141,,16.196384504968137,94.00620631866633,,,,,,,,No Signal
6,2022-07-13T00:00:00+05:30,683.65,686.25,677.0,679.5,1152719,,15.700214183184698,90.8687840375259,,,,,,,,No Signal
7,2022-07-14T00:00:00+05:30,680.3,685.0,666.6,670.15,1460677,,15.893056027242933,85.14853813713255,,,,,,,,No Signal
8,2022-07-15T00:00:00+05:30,672.45,676.45,663.05,669.35,1143520,,15.714980596725587,79.1420920652968,,,,,,,,No Signal
9,2022-07-18T00:00:00+05:30,676.95,687.75,675.0,685.05,1868531,,15.906767696959472,75.19966836026786,,,,,676.6949999999999,,,No Signal
10,2022-07-19T00:00:00+05:30,679.95,687.75,677.2,684.35,1909300,,15.524141432890936,71.5388463484553,,,,,679.49,,,No Signal
11,2022-07-20T00:00:00+05:30,693.0,697.5,685.15,686.25,1624888,,15.354559901970154,69.16069821066333,,,,,681.865,,,No Signal
12,2022-07-21T00:00:00+05:30,687.9,706.95,685.5,705.0,2747265,,15.789948480400861,67.6759722657026,,,,,684.09,,,No Signal
13,2022-07-22T00:00:00+05:30,710.95,730.65,709.0,725.0,5783131,80.38086802480079,16.49423787465794,67.42940992538244,,,,683.3964285714285,687.565,,,No Signal
14,2022-07-25T00:00:00+05:30,725.1,737.7,723.9,733.95,2179327,81.82191218711539,16.30179231218238,67.42928245604611,,,,688.9357142857143,691.88,,,No Signal
15,2022-07-26T00:00:00+05:30,733.95,739.5,724.05,726.35,1501003,75.88163761653836,16.240950004169356,67.48507079227774,,,,693.4964285714286,696.4950000000001,,,No Signal
16,2022-07-27T00:00:00+05:30,715.0,723.0,708.0,721.6,1462365,68.0111265646732,16.391596432442977,65.28426065722456,,,,696.2714285714286,700.705,,,No Signal
17,2022-07-28T00:00:00+05:30,725.9,730.8,719.4,727.7,1335286,67.59041803663698,16.03505383012562,63.64482828845023,,,,698.9464285714286,706.46,,,No Signal
18,2022-07-29T00:00:00+05:30,737.0,745.0,732.0,741.1,1518083,71.08130762782906,16.125407127973787,62.736533965406196,,,,702.5392857142857,713.635,,,No Signal
