,Date,Open,High,Low,Close,Volume,Volatility,EMA12,EMA26,MACD,Signal Line,H-L,H-PC,L-PC,TR,ATR,Avg_Volume,Signal
0,2022-07-05T00:00:00+05:30,559.0,561.15,546.3,550.95,392881,,550.95,550.95,0.0,0.0,14.850000000000023,,,14.850000000000023,,,No Signal
1,2022-07-06T00:00:00+05:30,549.95,555.0,544.35,546.45,448580,,550.2576923076923,550.6166666666667,-0.3589743589743648,-0.07179487179487297,10.649999999999977,4.0499999999999545,6.600000000000023,10.649999999999977,,,No Signal
2,2022-07-07T00:00:00+05:30,547.3,575.0,547.3,573.3,323046,,553.8026627218935,552.296913580247,1.505749141646561,0.2437139308934138,27.700000000000045,28.549999999999955,0.849999999999909,28.549999999999955,,,No Signal
3,2022-07-08T00:00:00+05:30,576.0,582.75,565.0,572.95,238939,,556.7484069185252,553.826771833562,2.9216350849632136,0.7792981617073739,17.75,9.450000000000045,8.299999999999955,17.75,,,No Signal
4,2022-07-11T00:00:00+05:30,568.5,577.0,565.55,573.1,106642,,559.2640366233675,555.2544183644093,4.009618258958199,1.4253621811575388,11.450000000000045,4.0499999999999545,7.400000000000091,11.450000000000045,,,No Signal
5,2022-07-12T00:00:00+05:30,572.85,574.9,566.05,570.85,109162,,561.0464925274648,556.4096466337123,4.636845893752479,2.067658923676527,8.850000000000023,1.7999999999999545,7.050000000000068,8.850000000000023,,,No Signal
6,2022-07-13T00:00:00+05:30,572.0,596.0,570.0,592.4,545763,,565.870109061701,559.0755987349188,6.794510326782188,3.013029204297659,26.0,25.149999999999977,0.8500000000000227,26.0,,,No Signal
7,2022-07-14T00:00:00+05:30,595.0,602.0,578.65,587.5,616327,,569.19778459067,561.1811099397396,8.01667465093044,4.013758293624216,23.350000000000023,9.600000000000023,13.75,23.350000000000023,,,No Signal
8,2022-07-15T00:00:00+05:30,604.9,617.0,591.1,613.2,3076081,,575.9673561921054,565.0343610553144,10.932995136790964,5.397605662257566,25.899999999999977,29.5,3.6000000000000227,29.5,,,No Signal
9,2022-07-18T00:00:00+05:30,614.15,627.15,614.15,624.15,612714,,583.3800706240892,569.4132972734393,13.966773350649873,7.111439199936028,13.0,13.949999999999932,0.9499999999999318,13.949999999999932,,,No Signal
10,2022-07-19T00:00:00+05:30,616.55,626.25,609.0,614.0,475459,,588.0908289896139,572.7160159939252,15.374812995688671,8.764113959086556,17.25,2.1000000000000227,15.149999999999977,17.25,,,No Signal
11,2022-07-20T00:00:00+05:30,619.8,620.0,593.6,604.65,1197365,,590.6383937604426,575.0814962906715,15.556897469771116,10.122670661223468,26.399999999999977,6.0,20.399999999999977,26.399999999999977,,,No Signal
12,2022-07-21T00:00:00+05:30,598.3,605.0,589.6,598.9,613956,,591.9094101049899,576.8458298987698,15.063580206220081,11.110852570222791,15.399999999999977,0.35000000000002274,15.049999999999955,15.399999999999977,,,No Signal
13,2022-07-22T00:00:00+05:30,601.0,606.0,568.0,572.65,1091122,,588.9464239349915,576.5350276840461,12.411396250945359,11.370961306367306,38.0,7.100000000000023,30.899999999999977,38.0,20.13928571428571,,No Signal
14,2022-07-25T00:00:00+05:30,574.5,579.85,566.1,569.25,516554,,585.9162048680697,575.9953960037464,9.920808864323362,11.080930817958517,13.75,7.2000000000000455,6.5499999999999545,13.75,20.06071428571428,,No Signal
15,2022-07-26T00:00:00+05:30,571.9,578.75,561.25,570.7,583230,,583.5752502729821,575.6031444479133,7.972105825068752,10.459165819380566,17.5,9.5,8.0,17.5,20.549999999999994,,No Signal
16,2022-07-27T00:00:00+05:30,570.8,578.0,563.0,575.25,186198,,582.2944425386771,575.5769855999198,6.717456938757323,9.710824043255919,15.0,7.2999999999999545,7.7000000000000455,15.0,19.582142857142856,,No Signal
17,2022-07-28T00:00:00+05:30,578.7,579.0,562.2,573.1,1128661,,580.8799129173422,575.3935051851109,5.486407732231214,8.865940781050979,16.799999999999955,3.75,13.049999999999955,16.799999999999955,19.51428571428571,,No Signal
18,2022-07-29T00:00:00+05:30,578.3,578.3,562.25,567.95,293845,,578.8906955454434,574.8421344306582,4.048561114785116,7.902464847797806,16.049999999999955,5.199999999999932,10.850000000000023,16.049999999999955,19.84285714285713,,No Signal
19,2022-08-01T00:00:00+05:30,568.2,580.0,567.0,574.9,408013,3.5783473257066793,578.2767423846059,574.846420769128,3.430321615477851,7.008036201333816,13.0,12.049999999999955,0.9500000000000455,13.0,20.139285714285702,648226.9,No Signal
20,2022-08-02T00:00:00+05:30,579.9,579.9,554.4,563.8,1004122,3.5045038052596817,576.0495512485127,574.0281673788222,2.021383869690453,6.010705735005144,25.5,5.0,20.5,25.5,20.103571428571417,678788.95,No Signal
21,2022-08-03T00:00:00+05:30,563.0,565.0,552.3,557.75,598243,3.3759711506043595,573.2342356718184,572.8223772026132,0.41185846920518543,4.8909362818451525,12.700000000000045,1.2000000000000455,11.5,12.700000000000045,19.34285714285713,686272.1,No Signal
22,2022-08-04T00:00:00+05:30,557.0,572.05,554.6,570.4,536078,3.3161232626691217,572.7981994146155,572.6429418542715,0.15525756034401184,3.9438005375449245,17.449999999999932,14.299999999999955,3.1499999999999773,17.449999999999932,18.48214285714284,696923.7,No Signal
23,2022-08-05T00:00:00+05:30,572.0,574.7,559.85,563.15,366787,3.426302436730911,571.3138610431362,571.9397609761774,-0.6258999330411825,3.029860443427703,14.850000000000023,4.300000000000068,10.549999999999955,14.850000000000023,18.54642857142856,703316.1,No Signal
24,2022-08-08T00:00:00+05:30,565.8,577.75,563.0,576.15,334459,3.3383862496613443,572.0578824211152,572.2516305334975,-0.19374811238230905,2.385138732265701,14.75,14.600000000000023,0.14999999999997726,14.75,18.367857142857133,714706.95,No Signal
25,2022-08-10T00:00:00+05:30,580.0,582.9,570.6,577.8,375979,3.302802398187627,572.941285125559,572.6626208643496,0.27866426120942833,1.9638438380544465,12.299999999999955,6.75,5.5499999999999545,12.299999999999955,17.360714285714273,728047.8,No Signal
26,2022-08-11T00:00:00+05:30,580.0,587.65,576.9,582.55,367013,3.2508806983569323,574.4195489523961,573.3950193188422,1.0245296335539251,1.7759809971543423,10.75,9.850000000000023,0.8999999999999773,10.75,17.028571428571418,719110.3,No Signal
