,Date,Open,High,Low,Close,Volume,Volatility,EMA12,EMA26,MACD,Signal Line,H-L,H-PC,L-PC,TR,ATR,Avg_Volume,Signal
0,2022-07-05T00:00:00+05:30,18950.0,19059.8,18606.3,18635.3,7490,,18635.3,18635.3,0.0,0.0,453.5,,,453.5,,,No Signal
1,2022-07-06T00:00:00+05:30,18748.8,19293.9,18672.4,19191.6,17195,,18720.884615384613,18676.507407407407,44.377207977206126,8.875441595441226,621.5,658.6000000000022,37.10000000000218,658.6000000000022,,,No Signal
2,2022-07-07T00:00:00+05:30,19250.0,19352.7,19155.1,19287.7,10721,,18808.08698224852,18721.780932784637,86.30604946388121,24.361563169129223,197.60000000000218,161.10000000000218,36.5,197.60000000000218,,,No Signal
3,2022-07-08T00:00:00+05:30,19312.2,19599.9,19193.2,19474.7,14700,,18910.642831133362,18777.55271554133,133.09011559203282,46.107273653709946,406.7000000000007,312.2000000000007,94.5,406.7000000000007,,,No Signal
4,2022-07-11T00:00:00+05:30,19450.0,19666.0,19306.4,19344.4,6205,,18977.37470326669,18819.54140327901,157.83329998768022,68.452478920504,359.59999999999854,191.29999999999927,168.29999999999927,359.59999999999854,,,No Signal
5,2022-07-12T00:00:00+05:30,19300.0,19574.1,19180.2,19463.2,8572,,19052.117056610277,18867.219817850935,184.89723875934214,91.74143088827164,393.8999999999978,229.6999999999971,164.20000000000073,393.8999999999978,,,No Signal
6,2022-07-13T00:00:00+05:30,19687.0,19687.0,19324.9,19557.5,8425,,19129.868278670234,18918.35168319531,211.51659547492454,115.69646380560222,362.09999999999854,223.79999999999927,138.29999999999927,362.09999999999854,,,No Signal
7,2022-07-14T00:00:00+05:30,19557.5,19860.0,19255.0,19478.2,10608,,19183.45777425943,18959.821928884547,223.6358453748835,137.28434011945848,605.0,302.5,302.5,605.0,,,No Signal
8,2022-07-15T00:00:00+05:30,19585.7,19779.9,19510.1,19746.9,6942,,19270.141193604133,19018.124008226434,252.0171853776992,160.23090917110662,269.8000000000029,301.7000000000007,31.899999999997817,301.7000000000007,,,No Signal
9,2022-07-18T00:00:00+05:30,19750.0,19939.4,19630.0,19867.3,9665,,19362.011779203498,19081.025933542995,280.9858456605034,184.38189646898599,309.40000000000146,192.5,116.90000000000146,309.40000000000146,,,No Signal
10,2022-07-19T00:00:00+05:30,19864.0,19979.9,19700.0,19825.6,8099,,19433.33304394142,19136.179568095366,297.1534758460548,206.93621234439976,279.90000000000146,112.60000000000218,167.29999999999927,279.90000000000146,,,No Signal
11,2022-07-20T00:00:00+05:30,19920.0,20087.0,19800.0,20014.2,9137,,19522.697191027357,19201.21811860682,321.4790724205377,229.84478435962737,287.0,261.40000000000146,25.599999999998545,287.0,,,No Signal
12,2022-07-21T00:00:00+05:30,20027.0,20149.0,19935.0,20117.7,31421,,19614.236084715456,19269.105665376686,345.13041933876957,252.9019113554558,214.0,134.79999999999927,79.20000000000073,214.0,,,No Signal
13,2022-07-22T00:00:00+05:30,20149.0,20200.0,19715.0,19949.9,15823,,19665.876687066924,19319.534875348785,346.34181171813907,271.5898914279925,485.0,82.29999999999927,402.7000000000007,485.0,379.57142857142884,,No Signal
14,2022-07-25T00:00:00+05:30,19900.0,19999.0,19632.1,19737.4,11470,,19676.880273672014,19350.487847545173,326.3924261268403,282.55039836776206,366.90000000000146,49.099999999998545,317.8000000000029,366.90000000000146,373.38571428571464,,No Signal
15,2022-07-26T00:00:00+05:30,19700.1,19823.0,19351.8,19426.3,11627,,19638.329462337857,19356.103562541826,282.2258997960307,282.4854986534158,471.2000000000007,85.59999999999854,385.6000000000022,471.2000000000007,360.0000000000003,,No Signal
16,2022-07-27T00:00:00+05:30,19450.0,19955.0,19300.0,19861.0,13934,,19672.586468132034,19393.503298649837,279.08316948219726,281.8050328191721,655.0,528.7000000000007,126.29999999999927,655.0,392.6714285714287,,No Signal
17,2022-07-28T00:00:00+05:30,19870.0,19999.0,19583.9,19762.3,8753,,19686.388549957876,19420.821572823923,265.5669771339526,278.5574216821282,415.09999999999854,138.0,277.09999999999854,415.09999999999854,393.27142857142854,,No Signal
18,2022-07-29T00:00:00+05:30,19820.3,20093.9,19800.0,20015.1,13390,,19736.95954227205,19464.842197059188,272.1173452128605,277.2694063882747,293.90000000000146,331.6000000000022,37.70000000000073,331.6000000000022,391.27142857142877,,No Signal
19,2022-08-01T00:00:00+05:30,20051.0,20720.9,20015.6,20543.3,22175,1.9783909517145697,19861.01192038404,19544.72796023999,316.28396014405007,285.0723171394298,705.3000000000029,705.8000000000029,0.5,705.8000000000029,413.5500000000006,12317.6,No Signal
20,2022-08-02T00:00:00+05:30,20440.0,20900.8,20100.0,20508.8,26850,1.8088357206725298,19960.671624940343,19616.140703925917,344.530921014426,296.96403791442907,800.7999999999993,357.5,443.2999999999993,800.7999999999993,444.8857142857149,13285.6,No Signal
21,2022-08-03T00:00:00+05:30,20508.8,20730.0,20010.0,20621.4,20656,1.9060447695299687,20062.322144180293,19690.60435548696,371.7177886933314,311.91478807020957,720.0,221.20000000000073,498.7999999999993,720.0,453.10000000000065,13458.65,No Signal
22,2022-08-04T00:00:00+05:30,20690.0,20800.0,20200.3,20413.4,13530,1.9197441801501114,20116.33412199871,19744.144773599037,372.18934839967187,323.96970013610206,599.7000000000007,178.59999999999854,421.1000000000022,599.7000000000007,474.3857142857149,13599.1,No Signal
23,2022-08-05T00:00:00+05:30,20448.8,20600.0,20252.0,20426.2,11848,1.9435483591804554,20164.00579553737,19794.66738296207,369.3384125753,333.0434426239417,348.0,186.59999999999854,161.40000000000146,348.0,477.1428571428577,13456.5,No Signal
24,2022-08-08T00:00:00+05:30,20400.0,20611.3,20197.3,20300.0,12436,1.8690281826842805,20184.927980839315,19832.099428668585,352.8285521707294,337.00046453329924,414.0,185.09999999999854,228.90000000000146,414.0,486.721428571429,13768.05,No Signal
25,2022-08-10T00:00:00+05:30,20310.0,20547.8,19533.0,19604.2,25658,1.8897697931957884,20095.585214556344,19815.21798950795,280.3672250483942,325.67381663631824,1014.7999999999993,247.79999999999927,767.0,1014.7999999999993,538.7071428571433,14622.35,No Signal
26,2022-08-11T00:00:00+05:30,19800.0,19937.4,18852.1,18917.6,29601,2.2845333658402023,19914.356720009215,19748.727768062916,165.6289519462989,293.66484369831437,1085.300000000003,333.2000000000007,752.1000000000022,1085.300000000003,600.9428571428577,15681.15,No Signal
27,2022-08-12T00:00:00+05:30,18990.0,19245.7,18750.0,18793.3,22476,2.6323873667713937,19741.886455392414,19677.955340798995,63.9311145934189,247.71809787733528,495.7000000000007,328.1000000000022,167.59999999999854,495.7000000000007,601.7071428571435,16274.55,No Signal
28,2022-08-16T00:00:00+05:30,18951.0,19352.6,18800.0,19069.8,19314,2.775729407604901,19638.488539178197,19632.906797036107,5.581742142090661,199.29082673028637,552.5999999999985,559.2999999999993,6.700000000000728,559.2999999999993,615.4500000000005,16893.15,No Signal
29,2022-08-17T00:00:00+05:30,19246.2,19304.9,19021.7,19216.1,11323,2.8638801688149234,19573.505686996938,19602.032219477875,-28.52653248093702,153.7273548880417,283.2000000000007,235.10000000000218,48.099999999998545,283.2000000000007,602.021428571429,16976.05,No Signal
30,2022-08-18T00:00:00+05:30,19299.8,19300.0,18915.0,19008.2,10683,3.062618709521058,19486.5355813051,19558.044647664698,-71.50906635959836,108.6800706385137,385.0,83.90000000000146,301.09999999999854,385.0,582.7357142857147,17105.25,No Signal
31,2022-08-19T00:00:00+05:30,19055.0,19110.7,18790.0,18820.8,13804,3.2973220620017756,19384.114722642775,19503.43393302287,-119.31921038009386,63.08021443479219,320.7000000000007,102.5,218.20000000000073,320.7000000000007,575.9928571428578,17338.6,No Signal
32,2022-08-22T00:00:00+05:30,18860.0,18865.0,18529.6,18589.6,10960,3.5829822556539472,19261.88168839004,19435.742530576732,-173.86084218669203,15.692003110495346,335.40000000000146,44.20000000000073,291.2000000000007,335.40000000000146,576.2642857142863,16315.55,Sell
33,2022-08-23T00:00:00+05:30,18584.0,18876.9,18504.0,18650.6,8455,3.7571703558869416,19167.83835171465,19377.583824608086,-209.74547289343536,-29.395492090290798,372.90000000000146,287.3000000000029,85.59999999999854,372.90000000000146,552.4857142857147,15947.15,Sell
34,2022-08-24T00:00:00+05:30,18720.0,19121.6,18672.7,19080.1,18321,3.7211993257977505,19154.34014375855,19355.547985748228,-201.20784198967885,-63.75796207016841,448.8999999999978,471.0,22.100000000002183,471.0,528.9285714285719,16289.7,Sell
35,2022-08-25T00:00:00+05:30,19035.0,19120.0,18781.8,18824.5,10569,3.8748157829509773,19103.595506257232,19316.211097915027,-212.61559165779545,-93.52948798769383,338.2000000000007,39.900000000001455,298.2999999999993,338.2000000000007,501.6571428571434,16236.8,No Signal
36,2022-08-26T00:00:00+05:30,18820.5,18950.0,18544.0,18577.1,10858,4.073357702511967,19022.596197602274,19261.4621276991,-238.86593009682474,-122.59677640952002,406.0,125.5,280.5,406.0,487.82142857142907,16083.0,No Signal
37,2022-08-29T00:00:00+05:30,18450.0,18800.0,18204.0,18766.0,9563,4.104840383012964,18983.119859509618,19224.761229351017,-241.64136984139986,-146.405695095896,596.0,222.90000000000146,373.09999999999854,596.0,505.5357142857148,16123.5,No Signal
38,2022-08-30T00:00:00+05:30,18775.0,18799.7,18611.0,18739.8,7994,4.12356522310966,18945.686034969676,19188.838175325018,-243.15214035534154,-165.7549841477851,188.70000000000073,33.70000000000073,155.0,188.70000000000073,489.4428571428577,15853.7,No Signal
39,2022-09-01T00:00:00+05:30,18749.5,18800.0,18411.0,18447.8,13909,4.051664059469158,18869.08818343588,19133.946458634276,-264.85827519839586,-185.57564235790727,389.0,60.20000000000073,328.7999999999993,389.0,444.74285714285776,15440.4,No Signal
