,Date,Open,High,Low,Close,Volume,20-day MA,20-day Volatility,Signal
253,2023-07-13T00:00:00+05:30,47.5,47.5,45.85,46.05,19960059,45.809999999999995,0.601226815944815,Sell
254,2023-07-14T00:00:00+05:30,46.05,46.3,45.0,46.05,17817305,45.87,0.5587580212546481,Sell
255,2023-07-17T00:00:00+05:30,46.1,46.55,45.95,46.05,9420907,45.9325,0.49954584637669236,Sell
256,2023-07-18T00:00:00+05:30,46.0,46.2,45.35,45.7,6683886,45.940000000000005,0.4946024453518159,Sell
257,2023-07-19T00:00:00+05:30,45.7,47.2,45.7,46.45,20134535,45.9775,0.5037948099444334,Sell
258,2023-07-20T00:00:00+05:30,46.5,48.6,46.5,48.3,21951506,46.1,0.721839754779128,Buy
259,2023-07-21T00:00:00+05:30,48.25,48.5,46.85,47.0,29538237,46.175,0.7340407273948336,Buy
260,2023-07-24T00:00:00+05:30,47.5,51.3,47.5,49.85,49792900,46.39,1.0864718370175337,Buy
261,2023-07-25T00:00:00+05:30,50.6,51.75,49.1,49.9,31818200,46.602500000000006,1.3238177446511772,Buy
262,2023-07-26T00:00:00+05:30,50.4,50.4,49.0,49.4,11059124,46.7775,1.4512675947528297,Buy
263,2023-07-27T00:00:00+05:30,49.55,49.6,49.0,49.05,6502535,46.95,1.5078740698503477,Buy
264,2023-07-28T00:00:00+05:30,49.1,50.5,48.95,50.15,20954429,47.1675,1.6411064143310916,Buy
265,2023-07-31T00:00:00+05:30,50.7,52.0,50.0,51.35,51564802,47.459999999999994,1.837804754534677,Buy
266,2023-08-01T00:00:00+05:30,51.5,52.65,51.05,51.8,26675485,47.77,2.0212945304799574,Buy
267,2023-08-02T00:00:00+05:30,51.9,51.9,48.85,48.95,30816801,47.9475,1.9570705148258825,Buy
268,2023-08-03T00:00:00+05:30,49.15,49.85,48.5,49.5,23109127,48.075,1.9716744153132537,Buy
269,2023-08-04T00:00:00+05:30,49.7,50.35,49.15,49.35,11514986,48.239999999999995,1.9309528599552352,Buy
270,2023-08-07T00:00:00+05:30,49.65,49.65,49.0,49.35,8285125,48.4075,1.8707777020606213,Buy
271,2023-08-08T00:00:00+05:30,49.5,49.5,49.0,49.2,7067831,48.5375,1.828421450322906,Buy
272,2023-08-09T00:00:00+05:30,49.45,50.25,49.25,49.5,11926859,48.647499999999994,1.8161899825272991,Buy
273,2023-08-10T00:00:00+05:30,49.5,50.2,49.15,49.7,15797075,48.83,1.7224065172099379,Buy
274,2023-08-11T00:00:00+05:30,50.0,50.75,49.75,50.2,14785933,49.0375,1.6165977105933655,Buy
