Date,Open,High,Low,Close,Volume
2022-07-05T00:00:00+05:30,810.75,814.9,801.0,803.4,702545
2022-07-06T00:00:00+05:30,804.5,814.5,801.9,813.15,677194
2022-07-07T00:00:00+05:30,811.0,824.0,796.85,819.65,1984221
2022-07-08T00:00:00+05:30,827.0,839.0,822.25,836.45,1963294
2022-07-11T00:00:00+05:30,835.0,844.45,828.15,843.1,1077720
2022-07-12T00:00:00+05:30,839.7,844.7,831.2,835.05,645833
2022-07-13T00:00:00+05:30,840.0,844.3,832.6,837.85,725104
2022-07-14T00:00:00+05:30,837.95,848.0,835.0,841.15,950301
2022-07-15T00:00:00+05:30,842.0,856.75,841.0,854.5,1062779
2022-07-18T00:00:00+05:30,862.0,863.25,856.0,858.8,536664
2022-07-19T00:00:00+05:30,857.8,863.9,853.0,857.7,595873
2022-07-20T00:00:00+05:30,865.0,870.7,858.0,862.6,578773
2022-07-21T00:00:00+05:30,866.4,879.6,862.0,876.7,755682
2022-07-22T00:00:00+05:30,880.0,883.0,868.0,870.75,572186
2022-07-25T00:00:00+05:30,871.0,896.0,867.9,892.7,968338
2022-07-26T00:00:00+05:30,893.95,893.95,869.2,871.65,791068
2022-07-27T00:00:00+05:30,869.2,880.8,863.75,878.6,747152
2022-07-28T00:00:00+05:30,885.0,893.9,876.45,890.0,569087
2022-07-29T00:00:00+05:30,901.0,913.0,896.35,909.9,1176898
2022-08-01T00:00:00+05:30,911.0,947.0,910.0,944.05,1450148
2022-08-02T00:00:00+05:30,944.05,949.0,934.15,942.95,949851
2022-08-03T00:00:00+05:30,946.3,947.6,929.1,937.95,702883
2022-08-04T00:00:00+05:30,939.0,962.0,936.3,950.8,1682594
2022-08-05T00:00:00+05:30,955.25,957.35,942.0,948.5,751821
2022-08-08T00:00:00+05:30,949.0,962.4,942.75,957.0,1140049
2022-08-10T00:00:00+05:30,1015.0,1086.55,1010.1,1074.15,15504203
2022-08-11T00:00:00+05:30,1080.0,1093.65,1066.6,1075.6,2782046
2022-08-12T00:00:00+05:30,1070.0,1160.0,1068.1,1118.9,10654025
