Date,Open,High,Low,Close,Volume
2022-07-05T00:00:00+05:30,468.7,474.75,465.15,471.95,482182
2022-07-06T00:00:00+05:30,472.5,479.2,469.2,477.6,252938
2022-07-07T00:00:00+05:30,479.75,483.1,477.35,480.3,210536
2022-07-08T00:00:00+05:30,482.45,484.9,474.0,480.85,225955
2022-07-11T00:00:00+05:30,478.55,493.0,475.2,488.95,290019
2022-07-12T00:00:00+05:30,489.55,495.35,472.3,475.9,610344
2022-07-13T00:00:00+05:30,478.75,489.75,477.0,481.85,489593
2022-07-14T00:00:00+05:30,484.6,491.0,482.5,489.9,413597
2022-07-15T00:00:00+05:30,492.7,498.0,490.3,497.05,410106
2022-07-18T00:00:00+05:30,500.0,518.0,500.0,516.85,668856
2022-07-19T00:00:00+05:30,514.85,527.0,513.1,523.3,554599
2022-07-20T00:00:00+05:30,528.95,528.95,507.2,511.6,475779
2022-07-21T00:00:00+05:30,511.8,515.55,507.05,508.75,271885
2022-07-22T00:00:00+05:30,508.75,512.0,499.4,503.2,854890
2022-07-25T00:00:00+05:30,503.2,509.2,500.6,504.25,1153123
2022-07-26T00:00:00+05:30,504.2,511.35,498.9,501.65,555617
2022-07-27T00:00:00+05:30,500.95,511.95,497.2,510.1,489102
2022-07-28T00:00:00+05:30,511.75,513.45,501.0,502.85,394553
2022-07-29T00:00:00+05:30,504.95,526.75,504.95,524.75,783140
2022-08-01T00:00:00+05:30,526.75,532.0,521.25,527.15,582878
2022-08-02T00:00:00+05:30,527.15,532.9,523.25,531.2,409799
2022-08-03T00:00:00+05:30,530.95,534.45,523.7,533.05,239712
2022-08-04T00:00:00+05:30,534.9,538.9,524.95,531.6,576025
2022-08-05T00:00:00+05:30,529.0,543.9,528.4,540.85,318171
2022-08-08T00:00:00+05:30,540.0,549.65,537.35,548.5,445070
2022-08-10T00:00:00+05:30,565.0,565.0,540.7,542.25,1509457
2022-08-11T00:00:00+05:30,545.25,559.4,542.85,556.85,343116
2022-08-12T00:00:00+05:30,555.0,583.9,553.65,579.2,1040317
2022-08-16T00:00:00+05:30,579.2,583.95,573.75,580.95,524972
2022-08-17T00:00:00+05:30,581.8,592.0,579.25,581.75,466006
2022-08-18T00:00:00+05:30,580.0,589.9,577.3,587.5,416246
2022-08-19T00:00:00+05:30,587.6,597.15,581.6,586.4,323011
2022-08-22T00:00:00+05:30,585.95,610.0,574.5,583.55,1587267
2022-08-23T00:00:00+05:30,583.5,593.85,577.75,580.85,673763
2022-08-24T00:00:00+05:30,584.45,591.7,574.3,580.95,602804
2022-08-25T00:00:00+05:30,582.0,586.0,570.5,571.95,385049
2022-08-26T00:00:00+05:30,575.0,579.95,574.0,576.35,430941
2022-08-29T00:00:00+05:30,565.0,579.95,565.0,578.75,180340
2022-08-30T00:00:00+05:30,580.1,584.4,576.65,582.15,322415
2022-09-01T00:00:00+05:30,576.0,591.85,575.2,583.1,281377
2022-09-02T00:00:00+05:30,585.5,588.95,573.8,577.4,435804
2022-09-05T00:00:00+05:30,577.4,581.55,570.2,572.6,775035
2022-09-06T00:00:00+05:30,572.75,591.9,572.75,580.1,1930422
2022-09-07T00:00:00+05:30,580.1,591.3,578.4,580.8,857897
2022-09-08T00:00:00+05:30,583.7,587.0,571.8,573.45,300795
2022-09-09T00:00:00+05:30,575.35,579.85,562.95,565.7,328987
